0	39.497277	-76.232232
1	39.856301	-75.076342
2	39.376797	-74.435366
3	39.376797	-74.435366
4	39.942663	-75.158286
5	39.678294	-75.654413
6	26.058722	-80.346058
7	26.283291	-80.186541
8	26.235493	-80.204877
9	35.899523	-84.158567
10	35.918111	-84.084774
11	26.549262	-81.869368
12	25.922083	-81.725763
13	36.042741	-83.929064
14	40.18334	-80.220848
15	39.18061	-86.525016
16	39.166387	-86.528084
17	41.485499	-81.799178
18	41.499593	-81.690641
19	41.508513	-81.69543
20	40.450709	-79.985588
21	38.907729	-76.864433
22	40.55576	-105.098112
23	40.553028	-105.077815
24	40.521793	-105.055993
25	29.745216	-95.453115
26	28.416919	-81.582799
27	40.585048	-105.076529
28	39.847558	-104.674644
29	29.986869	-95.342231
30	29.726994	-95.418332
31	29.740865	-95.423786
32	26.346728	-80.084431
33	40.587359	-105.075352
34	34.284362	-118.768494
35	40.533915	-105.083181
36	25.791798	-80.370136
37	40.345244	-105.530322
38	37.697309	-121.907841
39	40.584516	-105.077426
40	33.01935	-96.715426
41	27.641526	-80.399703
42	33.198616	-87.541152
43	40.565698	-105.053224
44	34.215291	-119.060622
45	40.524724	-105.07632
46	40.522803	-105.064744
47	25.701833	-80.346945
48	28.404686	-81.586798
49	40.536575	-105.076533
50	40.584007	-105.077682
51	40.407394	-105.010368
52	25.978147	-80.296594
53	40.523372	-105.031509
54	28.553096	-81.351726
55	40.52545	-105.038686
56	37.803963	-122.448531
57	37.805021	-122.43345
58	37.778048	-122.405681
59	29.802822	-95.408364
60	37.807718	-122.27006
61	37.764922	-122.396415
62	36.240038	-119.766649
63	27.986561	-81.956949
64	34.846283	-82.325935
65	37.755083	-122.423036
66	37.784509	-122.404274
67	37.785114	-122.404979
68	37.778481	-122.412238
69	37.776915	-122.424351
70	37.7039	-122.475
71	37.786743	-122.404531
72	37.776732	-122.423629
73	27.797742	-80.480474
74	37.764021	-122.432534
75	37.7726	-122.438
76	37.760765	-122.433295
77	32.850748	-96.819204
78	37.679977	-121.774477
79	32.745102	-117.130082
80	37.780423	-122.391646
81	37.763579	-122.419977
82	37.753752	-122.4197
83	37.7661	-122.45
84	37.798331	-122.439095
85	37.78784	-122.39888
86	37.7658	-122.45
87	37.781468	-122.398789
88	37.775951	-122.415038
89	37.757528	-122.388579
90	37.776393	-122.424756
91	37.740388	-122.46643
92	37.753117	-122.407633
93	37.778076	-122.389798
94	37.805817	-122.277081
95	37.803408	-122.271066
96	33.86124	-118.2619
97	32.779289	-117.00557
98	33.819242	-118.385695
99	32.831516	-117.129936
100	33.661878	-117.997769
101	43.036646	-87.980506
102	44.500913	-88.062286
103	27.61735	-97.302368
104	27.787696	-82.729639
105	47.403268	-122.221567
106	47.290175	-122.19698
107	36.175176	-94.555358
108	47.615349	-122.324266
109	47.6141	-122.319
110	47.675624	-122.203459
111	26.060532	-80.16514
112	47.546112	-122.052695
113	47.548392	-122.039051
114	47.608015	-122.056818
115	29.738361	-95.380247
116	47.578306	-122.168085
117	47.50575	-122.158381
118	25.959983	-80.316719
119	47.675607	-122.206181
120	47.616752	-122.201185
121	33.911792	-78.104989
122	25.742913	-80.33169
123	47.615381	-122.03374
124	47.611169	-122.209372
125	37.786152	-122.40931
126	37.7515	-122.431095
127	37.7399	-122.467
128	28.064163	-82.576404
129	41.114063	-73.770256
130	33.432731	-111.934204
131	33.428021	-111.935931
132	29.719458	-95.416301
133	37.776	-122.42
134	37.76132	-122.425711
135	37.7823	-122.408
136	37.807775	-122.272736
137	33.912767	-117.881815
138	37.806913	-122.414701
139	37.775401	-122.437812
140	37.7928	-122.393
141	30.673237	-96.373801
142	37.759862	-122.427259
143	32.7342	-97.0644
144	37.763448	-122.422043
145	37.782467	-122.410057
146	37.779451	-122.423279
147	37.785063	-122.418798
148	29.660818	-82.411691
149	26.168643	-80.294944
150	28.557827	-81.310711
151	26.011025	-80.247375
152	26.302084	-98.167902
153	29.652181	-82.344794
154	37.447828	-122.159842
155	37.782621	-122.386966
156	25.976709	-80.34508
157	32.35614	-83.581667
158	30.301351	-81.406505
159	32.719574	-117.173374
160	30.245619	-85.938524
161	28.00738	-82.60426
162	37.794661	-122.396429
163	41.03639	-71.94439
164	37.762753	-122.432263
165	37.796195	-122.3938
166	37.761419	-122.424066
167	37.755944	-122.421318
168	37.75647	-122.421199
169	37.752455	-122.418345
170	27.226384	-98.141342
171	26.156857	-97.976272
172	33.810338	-117.918963
173	33.689813	-117.888308
174	33.47899	-117.723398
175	33.555057	-117.714
176	30.054946	-81.534927
177	33.532641	-117.775824
178	33.566533	-117.71213
179	29.937529	-89.947021
180	28.822931	-81.705314
181	33.688085	-117.834141
182	26.269416	-98.21802
183	33.639776	-84.436283
184	29.957506	-90.061946
185	29.942663	-90.064619
186	29.958159	-90.064987
187	29.955375	-90.064583
188	29.955559	-90.068601
189	25.97102	-80.129345
190	30.327735	-81.65679
191	30.308485	-81.71408
192	39.710125	-105.085258
193	28.031846	-82.542598
194	42.152827	-87.985813
195	42.154632	-87.983817
196	42.139013	-87.9966
197	42.155389	-87.959728
198	32.500809	-93.710757
199	42.179656	-87.931824
200	42.141242	-87.984519
201	39.841135	-88.974686
202	39.841135	-88.974686
203	42.178355	-87.926226
204	42.054742	-87.989116
205	42.083425	-87.980469
206	43.031553	-87.899987
207	43.032137	-87.899519
208	30.123359	-84.362088
209	42.040417	-88.034606
210	26.007099	-80.329156
211	42.161208	-88.054218
212	42.140814	-87.993622
213	42.045377	-88.036891
214	42.045389	-88.036644
215	42.04563	-88.036323
216	42.138889	-88.016689
217	27.893101	-82.333921
218	42.364466	-87.932285
219	42.368545	-87.933546
220	28.354849	-81.588421
221	42.102749	-87.963627
222	35.862813	-78.576064
223	42.066592	-87.993671
224	28.026252	-82.559822
225	42.110451	-87.977089
226	42.04789	-88.037782
227	42.138595	-88.013854
228	28.552169	-81.34861
229	28.06838	-80.557712
230	33.710723	-112.270798
231	29.436664	-98.64969
232	42.176303	-87.932998
233	42.139124	-87.993022
234	25.97873	-80.363519
235	42.059665	-87.74894
236	42.057833	-87.749906
237	42.153668	-88.019242
238	26.295619	-81.803141
239	27.642368	-80.461769
240	42.139117	-87.99455
241	30.219313	-97.756571
242	42.15456	-87.95311
243	42.043181	-88.033658
244	42.079544	-87.972671
245	42.161877	-88.053639
246	25.73279	-80.303062
247	41.842423	-88.07147
248	25.690882	-80.384383
249	42.139116	-87.994686
250	42.069079	-88.167472
251	41.977233	-87.862787
252	25.761833	-80.336409
253	38.549252	-121.472719
254	38.573103	-121.47103
255	32.287254	-110.943559
256	32.28852	-110.947427
257	32.337423	-111.045133
258	29.9375	-89.9312
259	32.426043	-106.598436
260	32.221947	-110.966413
261	32.344301	-111.01338
262	30.610792	-96.350141
263	32.350537	-110.975034
264	32.228659	-110.965183
265	34.521554	-77.356563
266	32.236388	-110.928727
267	32.315147	-110.913147
268	32.246227	-110.853029
269	29.439661	-98.660099
270	32.221836	-110.971588
271	38.742261	-90.401039
272	38.755469	-90.425913
273	38.600601	-90.446855
274	32.73673	-96.610137
275	38.91871	-90.166673
276	38.75313	-90.41755
277	38.918093	-90.164253
278	33.19887	-87.542548
279	38.810694	-90.872225
280	42.039891	-88.048725
281	38.67164	-90.435119
282	33.365035	-86.824733
283	41.603237	-72.687741
284	30.361156	-89.170398
285	33.853061	-84.358478
286	32.897426	-97.037258
287	32.896453	-97.040477
288	33.909353	-84.323759
289	33.76051	-84.303325
290	32.851867	-96.725307
291	33.846645	-84.36204
292	33.8371	-84.3789
293	28.345795	-81.602547
294	28.356376	-80.607939
295	28.358954	-80.605486
296	29.587998	-95.626855
297	29.598493	-95.622608
298	26.244371	-80.198631
299	29.756813	-95.355421
300	29.595814	-95.626715
301	29.591557	-95.627242
302	29.763356	-95.478297
303	37.072386	-76.47811
304	26.00816	-80.278328
305	37.278379	-76.697756
306	37.273658	-76.701975
307	25.968723	-80.130385
308	37.238468	-76.765572
309	34.718722	-86.673803
310	34.675656	-86.547394
311	34.730896	-86.573509
312	34.711138	-86.611426
313	32.494084	-93.762884
314	41.617865	-93.734407
315	41.746462	-93.600411
316	41.629137	-93.731448
317	41.63001	-93.733742
318	41.679536	-93.629874
319	34.282897	-118.770243
320	28.096397	-80.619509
321	29.163742	-82.168207
322	41.619254	-93.673449
323	26.13649	-80.139915
324	41.552045	-93.594804
325	44.979448	-93.274763
326	44.980424	-93.273689
327	44.98186	-93.277445
328	36.290787	-115.284915
