0	6	2
0	10	1
1	6	1
1	28	1
1	29	2
1	38	1
2	68	2
2	78	1
2	82	1
2	88	1
3	93	1
4	95	1
6	101	1
7	108	1
7	120	1
8	128	1
9	131	1
10	142	1
11	153	1
12	165	1
12	168	1
13	158	1
13	97	1
14	183	1
14	184	1
14	190	1
16	206	1
16	210	4
16	211	2
16	214	1
16	222	1
16	234	1
16	235	1
16	236	1
16	238	1
16	249	1
16	250	1
17	252	1
18	261	1
18	263	1
19	6	2
21	287	1
21	291	1
22	184	1
22	6	1
23	306	1
23	310	1
24	315	3
24	321	1
24	327	1
24	335	1
24	336	1
25	345	1
25	348	5
25	363	1
25	369	1
26	374	1
27	217	1
28	386	1
29	400	1
29	405	1
30	415	1
30	422	1
30	425	1
30	430	1
30	434	1
30	437	1
30	438	1
30	450	1
32	463	1
32	469	1
32	478	1
32	321	1
32	482	1
32	374	1
33	500	1
33	501	2
33	509	6
33	530	1
33	532	5
33	543	3
33	558	2
33	559	1
33	569	1
33	581	1
33	97	1
34	606	4
34	615	1
35	628	1
35	631	3
35	633	1
35	635	1
35	636	1
35	639	2
35	644	1
35	645	1
35	646	1
36	658	1
36	667	1
36	363	1
36	682	1
36	685	1
36	686	1
36	687	1
36	698	1
37	712	3
37	722	2
37	725	1
37	735	1
37	206	1
37	747	1
37	749	1
37	757	2
37	764	1
37	765	1
38	6	1
38	786	1
40	790	1
41	796	1
42	806	1
42	807	1
42	824	2
42	837	1
42	786	2
42	850	2
43	861	1
43	866	1
44	867	1
45	878	1
45	879	1
45	882	1
45	883	1
45	6	1
45	899	1
46	287	1
47	709	1
47	911	1
47	912	1
47	469	3
47	919	2
47	927	1
47	501	1
48	951	1
48	953	1
49	956	1
49	959	1
50	968	1
51	796	1
52	971	1
54	910	1
54	984	1
55	989	1
55	990	1
55	996	1
55	1000	1
56	1002	2
56	1006	1
56	1011	1
56	1013	1
57	1016	1
57	1020	3
57	1039	1
57	1043	1
58	125	1
59	1048	1
60	1051	1
60	6	1
60	52	1
61	1056	1
62	1062	1
62	1073	1
62	1079	1
62	1081	1
62	1083	1
62	6	1
62	1085	1
62	1095	1
63	1101	2
63	1106	1
63	1115	1
64	436	1
64	1121	1
64	40	1
64	122	1
64	807	1
64	1130	1
65	1134	1
65	28	2
66	1147	1
66	1152	1
67	1157	1
68	1159	1
68	40	1
69	1169	1
69	1173	1
70	1181	1
71	1184	1
72	1193	1
72	1181	2
72	34	4
72	1203	1
72	1208	1
72	1209	1
72	1214	2
73	210	1
73	1226	1
73	363	1
74	176	1
75	93	1
76	1233	2
76	1236	2
77	1247	1
77	1248	2
77	1250	1
78	1261	1
79	1268	1
79	1273	1
79	1288	1
79	1289	1
79	883	1
80	910	3
80	6	1
80	1317	1
80	1325	1
80	1326	1
80	1330	1
80	32	4
80	1334	1
80	1337	1
80	1344	1
80	1345	1
80	1355	1
80	1357	1
80	1359	1
80	1361	1
80	1363	1
80	1373	1
81	6	1
81	1385	1
81	1395	1
82	1397	1
82	1398	2
82	1403	1
82	1412	1
82	1414	1
82	1417	2
83	1430	7
83	1433	3
83	1455	1
84	1466	1
84	1473	1
84	1474	1
84	1477	1
84	1483	1
84	1485	1
84	363	1
85	1499	1
86	1504	1
86	1505	1
87	951	2
88	1520	1
88	363	1
88	1535	1
89	1538	1
90	569	1
92	1554	1
92	1556	1
92	1563	1
93	1565	1
94	64	1
94	1568	1
94	1569	1
94	1571	1
95	93	1
96	386	1
97	1579	1
97	1584	1
